0,1,2,3,4,5,6,7,8,9,10
1.1169422,1.090212616,1.159923667,1.454923765,1.521718191,1.691310758,1.774342298,1.80349379,1.85622934,1.862335795,1.870974914
1.196185819,1.159857213,1.14792489,1.456887873,1.560114279,1.744157066,1.825962885,1.85622934,1.924921418,1.934269389,1.95264044
1.133009487,1.082991198,1.13185022,1.449385868,1.603590465,1.751577848,1.850226259,1.896028362,1.938175452,1.959854474,1.959455746
