Sample size	8.1	mg
Temperature (°C)	Heat Flow (mW)	
-39.885	-0.1445219	
-39.886	-0.1449195	
-39.88718	-0.1452847	
-39.88852	-0.1454998	
-39.88937	-0.1457338	
-39.89134	-0.1459576	
-39.89303	-0.1461786	
-39.89331	-0.1465495	
-39.89428	-0.1469338	
-39.8953	-0.1471854	
-39.89672	-0.1474476	
-39.89809	-0.1477037	
-39.89795	-0.1478641	
-39.8999	-0.1480194	
-39.90042	-0.1481818	
-39.90117	-0.1484827	
-39.90305	-0.1487096	
-39.90406	-0.1488559	
-39.90417	-0.1490725	
-39.90511	-0.1492646	
-39.90659	-0.1494257	
-39.90719	-0.1496312	
-39.90788	-0.149806	
-39.90928	-0.1499152	
-39.90888	-0.1500494	
-39.91012	-0.1502744	
-39.91141	-0.1505024	
-39.9123	-0.150723	
-39.91218	-0.1508348	
-39.91382	-0.1509308	
-39.91406	-0.1511328	
-39.91431	-0.1513251	
-39.91509	-0.1515877	
-39.9158	-0.1517471	
-39.91726	-0.1518464	
-39.91794	-0.1520195	
-39.91726	-0.1521432	
-39.91813	-0.1523696	
-39.91963	-0.1526008	
-39.91989	-0.1527289	
-39.92054	-0.1529281	
-39.9209	-0.1531464	
-39.92132	-0.1533202	
-39.92169	-0.1534438	
-39.92285	-0.1535127	
-39.92325	-0.153751	
-39.92361	-0.1539103	
-39.92364	-0.1540278	
-39.92401	-0.1541458	
-39.92516	-0.1543226	
-39.92524	-0.154567	
-39.9256	-0.1546313	
-39.92682	-0.1546283	
-39.92716	-0.1547625	
-39.92789	-0.1549632	
-39.9277	-0.1551025	
-39.92805	-0.1553209	
-39.92844	-0.1554513	
-39.92917	-0.1554732	
-39.93032	-0.1555272	
-39.93012	-0.1556003	
-39.93067	-0.1557069	
-39.93122	-0.1557761	
-39.93156	-0.1559536	
-39.93231	-0.1560909	
-39.93246	-0.1560693	
-39.93281	-0.1561616	
-39.93272	-0.1563064	
-39.93279	-0.1565022	
-39.93418	-0.156693	
-39.93426	-0.156791	
-39.93391	-0.156972	
-39.93398	-0.1571732	
-39.93478	-0.1572791	
-39.9344	-0.1575337	
-39.9351	-0.1575656	
-39.93596	-0.157603	
-39.93532	-0.1577751	
-39.93508	-0.1579381	
-39.9355	-0.1580727	
-39.93628	-0.1581491	
-39.93697	-0.1582638	
-39.93754	-0.1582454	
-39.9383	-0.1582997	
-39.93802	-0.1584162	
-39.93765	-0.1584454	
-39.93783	-0.1584598	
-39.93846	-0.1585792	
-39.9383	-0.1587124	
-39.93913	-0.1587026	
-39.93862	-0.1588279	
-39.93906	-0.1589771	
-39.93959	-0.1589798	
-39.93994	-0.1590624	
-39.93969	-0.1592975	
-39.94032	-0.159405	
-39.94066	-0.1593468	
-39.94082	-0.1593225	
-39.94033	-0.1593206	
-39.94143	-0.1594066	
-39.94082	-0.1595531	
-39.94142	-0.1597936	
-39.94166	-0.1598257	
-39.94194	-0.1598741	
-39.94214	-0.1598522	
-39.94215	-0.1598726	
-39.9425	-0.1599941	
-39.94228	-0.1600626	
-39.94317	-0.1600136	
-39.9431	-0.1599741	
-39.94307	-0.1599717	
-39.94342	-0.1601096	
-39.94336	-0.1602475	
-39.94426	-0.160288	
-39.94376	-0.1604332	
-39.94392	-0.1605161	
-39.94429	-0.1604264	
-39.94374	-0.1604526	
-39.94474	-0.1604933	
-39.94475	-0.1605112	
-39.9444	-0.16057	
-39.94537	-0.1606303	
-39.9448	-0.1607554	
-39.9465	-0.1608599	
-39.94559	-0.1609323	
-39.94571	-0.160991	
-39.94584	-0.1610031	
-39.9465	-0.1610324	
-39.94636	-0.1611028	
-39.9461	-0.1611286	
-39.9468	-0.1611978	
-39.94735	-0.1612855	
-39.94672	-0.1613823	
-39.94694	-0.1614303	
-39.9465	-0.1614856	
-39.94728	-0.1615459	
-39.94787	-0.1615161	
-39.94684	-0.1615927	
-39.94694	-0.1617599	
-39.94713	-0.1619142	
-39.94742	-0.1618868	
-39.94778	-0.161976	
-39.94674	-0.1621373	
-39.94764	-0.1621822	
-39.94779	-0.1621561	
-39.94792	-0.1621634	
-39.94834	-0.1621307	
-39.94862	-0.1621972	
-39.94915	-0.162208	
-39.94838	-0.1621177	
-39.94867	-0.162143	
-39.948	-0.1623052	
-39.94876	-0.1623081	
-39.9485	-0.1623315	
-39.9488	-0.1625555	
-39.94906	-0.162614	
-39.94848	-0.1626225	
-39.95023	-0.1625512	
-39.94922	-0.1624973	
-39.94878	-0.1626578	
-39.94924	-0.1626866	
-39.9489	-0.1626834	
-39.94955	-0.1627632	
-39.94876	-0.1628575	
-39.95013	-0.1628106	
-39.9497	-0.1628603	
-39.95035	-0.1627749	
-39.95002	-0.1626742	
-39.95067	-0.1627064	
-39.95058	-0.1627254	
-39.95086	-0.1627351	
-39.95009	-0.1628784	
-39.95054	-0.1628519	
-39.95102	-0.1628357	
-39.95111	-0.1630127	
-39.95141	-0.1630509	
-39.95125	-0.1629845	
-39.95108	-0.1629972	
-39.9509	-0.1630266	
-39.95094	-0.1630675	
